"prof","slogan","politician","econ","name","race","sex","order","choice","sec","corrup","emp","id","age","sex_respondent","state","income","trust_civpol","trust_milpol","trust_congress","trust_minpub","trust_mayor","trust_vereadores","trust_army","legit_1","legit_2","legit_3","legit_4","legit_5","contact_civpol","contact_milpol","contact_guarda","contact_saude","contact_educ","crime_victim","problem_corruption","problem_health","problem_security","problem_inequality","problem_unemployment","problem_other","covid_eval","covid_contact","ideology_self","ideology_mayor","ideology_president","vote","pres_vote_2018","party_mayor","party_self","auth_1","auth_2","auth_3","auth_4","religion","race_respondent","city","cep","urban","education"
"doctor","corruption","politician","left","Isabella Nunes","black","female",1,3,3,1,2,"R_1GylDIlnhPoasWP",27,1,25,3,3,3,1,2,2,1,3,2,4,2,2,2,1,1,1,2,2,1,1,3,5,4,2,"",1,NA,NA,6,4,2,2,17,12,1,1,1,2,2,"1","Jau","17213450",2,3
"professor","jobs","politician","left","Hector Amaral","black","male",1,4,2,3,2,"R_1hAWTwidJvzM5Qk",15,2,25,2,4,5,2,5,2,2,4,4,4,2,4,3,1,1,1,3,1,1,2,1,4,5,3,"Combate a fome",4,12,5,6,4,2,1,17,12,1,1,2,2,2,"4","Mairiporã ","7600000",2,3
"police","corruption","politician","right","Nicolas Duarte","white","male",1,3,3,3,1,"R_1Hd8xnX33XxcS09",17,2,13,1,2,4,3,3,3,3,2,4,3,3,3,3,1,1,1,1,2,1,1,2,3,4,5,"",2,12,2,3,3,1,4,17,1,NA,2,NA,NA,2,"1","Contagem","32183430",2,3
"office","generic","novice","right","Olívia Mendes","black","female",1,2,2,3,4,"R_1hDQdUzO4Evi3mk",7,1,5,3,5,5,1,4,4,3,5,3,1,3,3,4,2,1,1,3,1,1,1,5,2,4,3,"Burocracia ",3,1,6,3,7,3,1,5,7,1,2,2,1,4,"1","Salvador","41211570",2,3
"pastor","corruption","novice","left","Bernardo Teixeira","black","male",1,1,2,2,1,"R_1hEZ7o0mQsfz0rz",19,1,5,7,4,1,1,3,1,2,1,1,1,1,1,1,1,1,1,2,2,1,4,3,5,2,1,"",4,11,1,6,7,2,2,5,12,1,2,1,2,7,"6","Salvador","41150320",2,5
"office","generic","politician","left","Isabella Nunes","white","female",1,2,1,1,2,"R_1hG6fZW7d4L1BDX",30,2,11,2,2,4,2,2,2,2,4,2,3,2,2,2,1,1,1,1,4,1,1,2,3,4,5,"Moradia e a fome",4,7,NA,5,7,2,10,5,12,1,2,1,1,2,"4,5","Varzea grande ","78140025",2,3
"captain","corruption","novice","right","Cecilia Machado","pardo","female",1,1,1,NA,NA,"R_1hGOx2nEzKWgYCJ",11,2,13,7,3,3,2,3,4,2,3,1,1,5,3,2,1,1,1,1,1,2,3,1,4,2,5,"Politica",5,2,NA,NA,NA,2,1,3,12,1,2,1,2,2,"1","Betim","32681224",2,4
"police","corruption","novice","left","Isabella Nunes","pardo","female",1,4,2,2,2,"R_1hHa309qug1pAEu",49,2,14,3,4,4,2,2,4,2,4,2,2,1,1,1,1,1,1,2,1,2,2,4,5,3,1,"",5,4,5,3,1,2,9,14,12,NA,2,NA,NA,2,"4","Belém","66670250",2,5
"professor","generic","politician","left","Cecilia Machado","white","female",1,3,3,3,3,"R_1HqVodlmQzvW7j3",4,1,6,7,4,4,4,4,4,4,4,3,3,3,3,3,1,1,1,1,1,1,1,2,3,4,5,"",2,NA,NA,NA,NA,1,3,4,2,1,1,1,1,1,"1","Aurora","63360-000",1,3
"office","jobs","politician","right","Cecilia Machado","pardo","female",1,1,1,1,1,"R_1hyg8ispHyx9zXK",30,1,25,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,"",1,NA,3,6,6,3,10,17,12,1,2,1,2,1,"5","veja o cep!","01407-000",2,5
"pastor","corruption","novice","right","Nicolas Duarte","black","male",1,4,4,2,3,"R_1I3H2GDEvkPBjSb",1,1,20,2,2,3,3,3,2,2,2,2,2,3,1,1,1,2,1,3,3,1,1,2,3,5,4,"",2,5,3,2,7,1,9,17,12,2,1,1,1,1,"4","Mossoró","Não sei",2,3
"captain","generic","politician","right","Bernardo Teixeira","black","male",1,3,3,3,3,"R_1I4KT0hD5ZtOhav",19,2,25,2,5,2,2,2,3,1,5,3,4,NA,5,1,1,1,2,3,5,1,1,2,3,4,5,"Covid",5,3,2,6,6,1,1,17,12,1,2,1,2,2,"4","Aguaí","13866318",2,3
"police","jobs","novice","right","Isabella Nunes","pardo","female",1,1,1,1,1,"R_1i50Bhy4pIcbWO3",18,2,16,2,3,NA,NA,3,NA,1,1,4,3,1,1,1,2,2,2,2,3,1,1,2,4,5,3,"Nao",2,6,3,1,5,1,11,17,12,1,2,1,2,4,"1","Sarandi","87112480",2,4
"police","corruption","novice","left","Olívia Mendes","black","female",1,3,3,3,2,"R_1I6L7WSTM6fsqz9",7,1,16,2,4,4,1,1,1,1,4,1,3,3,4,3,1,1,1,5,4,1,1,2,3,4,5,"",4,5,6,5,7,3,1,17,12,1,2,2,1,4,"4","Assis Chateaubriand","85935000",2,4
"captain","corruption","politician","left","Bernardo Teixeira","black","male",1,2,3,3,3,"R_1Ig7cwne0tytwJo",1,1,8,7,5,5,4,4,4,4,5,3,4,4,5,3,1,1,1,2,2,1,4,1,2,5,3,"",3,NA,0,4,NA,3,NA,NA,NA,NA,NA,1,NA,8,"4","Serra","29175568",2,3
"captain","corruption","politician","left","Isabella Nunes","black","female",1,3,3,3,3,"R_1IGDYI9ISikI81c",25,2,25,7,3,3,3,3,3,3,3,3,3,3,1,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,"",5,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,1,"1","","",2,5
"captain","generic","novice","left","Isabella Nunes","white","female",1,4,4,4,4,"R_1IGx0cbkho6PPmU",7,2,10,3,2,2,1,2,4,2,4,2,2,1,1,2,1,1,4,3,3,1,1,2,5,3,4,"saneamento básico, educação básica",4,3,2,5,7,2,3,17,12,1,1,1,1,2,"1","balsas","65800000",2,5
"police","corruption","politician","right","Hector Amaral","white","male",1,3,4,2,1,"R_1ILRLgP7t1HrZxU",20,1,13,2,1,2,1,4,1,1,3,2,2,4,3,3,1,1,1,2,1,1,4,1,3,5,2,"nao",4,11,3,4,NA,1,1,17,12,1,2,1,2,2,"4","belo horizonte","30295260",2,3
"office","generic","novice","left","Cecilia Machado","pardo","female",1,2,1,2,2,"R_1IngD7jJ9RTBbF8",28,2,16,2,4,4,1,2,1,1,4,2,4,3,1,2,1,1,1,1,1,1,1,2,3,4,5,"",4,1,3,3,6,2,1,4,12,2,1,2,NA,1,"1","São José dos Pinhais","83045440",2,3
"doctor","generic","politician","right","Hector Amaral","pardo","male",1,4,1,2,2,"R_1IrQ7q8Uflougfx",4,2,25,1,2,2,1,1,4,2,2,2,2,4,4,1,1,5,1,1,4,2,1,2,4,5,3,"Reforma no sistema de educação",2,4,NA,6,1,1,9,17,12,1,1,2,2,1,"1","Presidente Prudente","19020640",2,3
"captain","generic","politician","right","Bernardo Teixeira","white","male",1,4,2,2,2,"R_1IsdTR3Klw1K0ub",14,1,25,3,2,2,2,4,2,2,4,2,1,1,1,1,1,1,1,5,3,2,1,3,4,5,2,"Falta de Saneamento basico e educação",1,6,NA,7,7,2,6,17,12,NA,2,NA,NA,4,"3","Sao Paulo","8245040",2,5
"professor","generic","novice","left","Hector Amaral","white","male",1,3,3,3,3,"R_1ithoOYsSVAFfgK",4,1,16,7,2,1,3,1,2,1,3,5,5,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,"Sim",3,12,NA,NA,NA,2,2,11,7,2,2,1,2,11,"4","Recife","54315167",2,3
"pastor","generic","politician","left","Hector Amaral","black","male",1,1,3,2,2,"R_1IurIhgigpmwPrl",47,2,25,3,3,3,3,5,3,3,4,NA,1,2,2,NA,1,1,1,2,NA,1,5,4,1,2,3,"Educação",1,12,6,2,1,1,2,4,1,NA,NA,NA,2,2,"1","São Paulo","05574-010",2,3
"captain","generic","politician","left","Cecilia Machado","pardo","female",1,4,4,2,2,"R_1jcYZDi6HrFwdrC",8,2,20,7,4,4,4,5,4,4,5,4,2,3,2,2,1,1,1,1,1,1,1,4,2,5,3,"Preconceito",4,3,NA,1,7,3,2,17,12,2,2,1,2,11,"1","Assu","59650000",2,5
"pastor","generic","novice","right","Nicolas Duarte","white","male",1,3,2,2,2,"R_1jf8sXPYQ2DnaVZ",3,2,14,7,4,4,2,4,2,2,5,3,3,1,1,3,1,1,2,2,2,3,5,2,3,4,1,"Educação",4,2,3,3,7,1,11,1,1,1,2,1,2,2,"4","Ananindeua ","67113-010 ",2,4
"captain","jobs","politician","left","Olívia Mendes","black","female",1,1,1,1,1,"R_1jIJMoriCjBVzYw",4,1,13,7,2,1,1,2,3,4,4,1,2,1,1,2,1,5,3,2,3,3,1,3,2,4,5,"",5,7,5,2,3,1,10,17,13,2,2,1,NA,1,"3","Belo Horizonte","",2,3
"office","corruption","politician","right","Isabella Nunes","white","female",1,3,2,3,3,"R_1JJB3svm2RcBfS4",20,1,16,7,2,2,1,2,3,3,2,3,2,3,2,2,3,2,2,2,2,2,NA,NA,NA,NA,NA,"",2,NA,2,5,2,1,1,1,14,1,2,1,2,2,"1","Perola d oeste","85740000",1,5
"captain","corruption","novice","right","Isabella Nunes","pardo","female",1,3,3,2,2,"R_1jK7KQzRkmxRH0x",1,2,25,7,3,4,3,3,2,3,3,3,3,4,3,3,1,1,1,1,2,1,1,4,5,2,3,"",4,4,NA,NA,NA,3,10,17,12,1,2,1,2,2,"1","Cotia","6726170",2,3
"professor","corruption","novice","right","Nicolas Duarte","pardo","male",1,3,3,3,3,"R_1jk8iU7oCPCcmnJ",10,1,19,3,1,1,1,4,3,2,4,3,4,3,1,2,2,1,1,2,1,1,2,4,3,5,1,"",3,1,4,5,7,3,1,5,2,1,2,1,2,2,"1","Saquarema","28999610",1,5
"pastor","jobs","novice","left","Nicolas Duarte","black","male",1,4,3,2,3,"R_1jNf2XNdbozihXj",3,1,6,7,4,4,4,4,4,4,4,2,2,2,2,2,1,1,1,2,4,1,2,4,3,1,5,"",3,2,3,4,4,2,1,17,12,1,2,1,1,1,"1","Acaraú","62580000",2,2
"doctor","corruption","novice","right","Olívia Mendes","white","female",1,2,5,5,5,"R_1jV6DTPe5cieGB8",29,1,5,2,1,2,2,2,1,1,2,2,1,2,2,2,1,2,4,4,5,1,1,2,4,5,3,"",5,7,NA,NA,NA,2,1,17,12,NA,2,NA,1,4,"1","Salvador","41905885",2,4
"office","generic","politician","left","Nicolas Duarte","white","male",1,3,2,2,NA,"R_1jvWldHrPglk4IY",5,2,5,7,3,4,4,4,2,3,3,3,3,3,3,3,1,1,1,NA,1,1,1,2,5,3,4,"",3,7,6,1,1,1,11,16,13,1,2,1,2,4,"4","Camaçari","428010051",2,3
"police","jobs","novice","left","Nicolas Duarte","white","male",1,1,3,2,1,"R_1JWP7kqqMfVUDII",55,1,7,6,4,4,1,4,4,4,5,2,2,3,4,1,1,1,1,2,1,1,3,4,5,1,2,"Índice de natalidade",4,6,5,5,6,3,1,17,12,NA,1,2,NA,4,"1","Brasilia","71939000",2,5
"professor","corruption","politician","right","Isabella Nunes","pardo","female",1,1,5,5,1,"R_1JWpYiAwLVQEqQ2",5,1,4,7,2,1,5,NA,1,1,5,1,3,NA,2,5,1,NA,1,NA,1,5,1,2,3,4,5,"",1,NA,4,2,6,1,1,17,13,1,2,1,2,4,"1","MANAUS ","609073175",2,3
"office","jobs","politician","left","Isabella Nunes","white","female",1,3,3,1,2,"R_1JXgzmZB9xrD0st",5,1,25,3,3,2,1,1,3,2,1,2,3,2,3,3,1,1,1,2,1,1,1,2,3,4,5,"",2,5,3,4,4,1,10,17,12,1,2,1,1,2,"4","Lorena","12608400",2,3
"professor","jobs","politician","left","Isabella Nunes","white","female",1,2,3,5,5,"R_1jxpxa5X5jf0hGs",24,2,19,7,4,4,4,4,4,4,4,2,2,4,2,2,NA,1,1,1,5,1,5,2,1,3,4,"Educação",5,12,4,1,2,1,1,4,2,1,2,1,1,4,"4","Mesquita-Rj","26582020",2,3
"doctor","generic","novice","right","Bernardo Teixeira","pardo","male",1,1,1,4,4,"R_1K8wJHNhkRAQTRC",38,1,6,7,3,4,2,3,1,1,4,3,2,1,2,2,1,1,1,1,1,1,1,2,3,4,5,"",1,2,6,7,7,3,1,17,12,1,2,1,1,4,"4","Fortaleza","",2,4
"police","generic","politician","right","Hector Amaral","white","male",1,1,5,5,5,"R_1KcBGcx5NYz3FE7",6,2,7,7,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,5,2,1,2,5,3,4,"",3,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,11,"1","","",1,3
"doctor","generic","politician","left","Nicolas Duarte","white","male",1,2,2,3,2,"R_1Ke7oc0OfsvlSjR",32,1,25,3,1,4,1,4,1,1,5,3,2,3,3,2,1,2,1,2,5,1,1,3,4,2,5,"",1,11,4,2,6,3,1,16,4,1,2,1,2,4,"1","Mogi das Cruzes","8790310",2,3
"professor","jobs","politician","left","Isabella Nunes","white","female",1,1,3,3,4,"R_1KfM2ki7kYqHAgI",6,1,6,3,1,4,4,5,2,1,4,4,2,3,4,4,2,2,3,2,4,2,1,5,4,2,3,"",2,12,1,3,7,3,2,11,14,1,2,2,1,2,"1","Fortaleza","60744400",2,4
"pastor","corruption","novice","left","Bernardo Teixeira","black","male",1,2,4,4,4,"R_1kGk33L6uR2Os1p",2,1,6,5,5,4,5,4,4,2,4,2,4,2,2,2,3,3,1,1,1,3,1,2,4,5,3,"Racismo",3,2,5,3,6,2,2,11,1,NA,1,2,NA,2,"4","Itapipoca","62503238",2,3
"doctor","generic","politician","left","Hector Amaral","black","male",1,2,2,3,4,"R_1kLA8XE6x0pQzja",30,1,3,2,5,4,1,4,4,1,5,4,4,1,1,4,1,2,2,1,3,2,1,4,5,3,2,"Educação e o cumprimento da área de atuação dos poderes, ou seja, cada deve cuidar do que lhe é competente",1,12,5,3,7,3,1,9,7,2,2,1,1,4,"4","macapá","68000",2,3
"police","jobs","politician","left","Hector Amaral","pardo","male",1,1,5,1,5,"R_1KpQKeeUcsPHhfi",39,1,5,5,4,5,1,5,2,1,5,4,4,3,4,4,3,5,5,3,2,1,1,2,3,4,5,"",3,4,6,7,7,3,1,5,3,1,2,1,2,7,"1","Cruz das Almas","44380000",2,5
"doctor","generic","politician","left","Bernardo Teixeira","black","male",1,5,3,4,4,"R_1KpRo1RTbkt2rHr",1,2,25,3,4,4,3,3,3,3,3,1,2,4,2,3,1,2,1,2,1,1,5,3,4,1,2,"",4,4,1,5,7,3,2,17,1,2,2,2,2,6,"1","Presidente Prudente ","19061490",2,3
"police","jobs","novice","right","Isabella Nunes","pardo","female",1,4,4,2,5,"R_1kRNbG2EVUr5ESm",6,2,26,1,5,3,3,2,3,1,4,4,3,5,3,4,1,1,1,2,1,1,1,2,3,5,4,"",2,1,4,5,7,2,1,11,12,NA,NA,2,NA,4,"1","Aracaju","49000519",2,4
"pastor","corruption","politician","left","Isabella Nunes","white","female",1,2,2,2,2,"R_1kSRBzA5SIYaSjn",18,2,19,2,4,2,2,2,2,2,2,1,2,3,1,2,1,1,5,1,1,1,3,2,1,5,4,"",4,2,5,NA,7,2,5,3,13,1,2,2,2,6,"1","Rio de Janeiro","20510160",2,5
"professor","generic","novice","right","Isabella Nunes","black","female",1,4,2,5,2,"R_1l0ucTNaCRdot0l",56,1,7,3,4,5,1,5,1,1,5,4,4,4,4,4,1,1,1,2,1,1,1,5,4,3,2,"Reforma total do estado",5,4,6,6,7,3,5,1,9,1,2,2,1,1,"1","Brasilia","71936250",2,5
"doctor","generic","politician","left","Cecilia Machado","white","female",1,4,3,3,3,"R_1Lb20I2k2AHZEYu",25,2,5,3,4,4,1,5,5,2,4,3,2,4,5,3,1,1,1,2,2,1,3,1,2,5,4,"Descaso com a educação",4,12,5,1,1,2,2,5,12,1,1,2,1,1,"3","Salvador","40450000",2,5
"captain","jobs","politician","left","Bernardo Teixeira","pardo","male",1,4,4,3,3,"R_1Lfe9QyL7bhQY93",16,2,13,2,2,4,4,2,4,4,4,2,2,4,4,1,1,1,1,1,1,1,5,2,3,4,1,"Ineficiência do serviço público",1,5,6,5,7,3,1,16,17,1,2,2,2,4,"4","Limeira do Oeste","38295-000",2,5
"doctor","corruption","novice","left","Olívia Mendes","pardo","female",1,5,2,5,5,"R_1LFkMAl7pyqIVDF",12,2,13,2,1,2,2,4,3,2,4,2,1,1,1,1,1,1,1,3,3,1,1,4,2,5,3,"Exclusão social e fome",1,12,0,5,7,3,5,3,12,1,NA,2,NA,6,"4","Belo Horizonte","31842490",2,5
"pastor","corruption","politician","left","Bernardo Teixeira","white","male",1,2,2,2,2,"R_1LhwvTWk2WOoypP",13,2,19,7,4,4,3,4,3,3,4,4,5,1,1,4,1,3,3,1,1,2,1,2,3,5,4,"",2,4,NA,2,7,2,11,4,12,2,2,2,1,2,"1","Rio de janeiro","20715003",2,3
"doctor","jobs","novice","right","Hector Amaral","pardo","male",1,1,1,1,1,"R_1li35fKQa5XiiV8",28,1,25,1,3,3,1,2,4,2,4,2,1,3,3,1,1,1,1,1,1,1,1,2,4,5,3,"",1,4,3,4,4,1,1,4,4,1,2,1,2,7,"1,2,3,4,5","Tambaú","13710000",2,3
"professor","corruption","novice","right","Hector Amaral","black","male",1,3,3,3,3,"R_1LkedwCvUoj2iHe",60,1,13,3,3,5,1,2,2,1,5,4,4,3,3,2,1,1,1,3,1,1,1,2,4,5,3,"não",1,1,6,5,7,3,1,17,12,2,1,NA,NA,2,"1","BELO HORIZONTE","30492-025",2,5
"pastor","generic","politician","left","Bernardo Teixeira","black","male",1,4,2,2,2,"R_1LnAHUl1OJiqaMq",23,1,25,3,4,4,4,4,4,4,4,2,2,2,2,4,NA,2,1,1,2,2,NA,NA,NA,NA,NA,"Fome",5,8,NA,7,7,3,5,1,1,1,2,1,2,2,"4","São José dos Campos ","12225-520 ",2,4
"office","corruption","novice","left","Bernardo Teixeira","black","male",1,4,3,2,2,"R_1Loi61U7F5QXWhk",6,2,16,3,4,2,3,3,2,4,2,1,2,1,1,1,1,2,1,3,5,2,4,3,5,2,1,"",2,4,1,5,6,3,3,16,10,1,1,2,1,1,"1","Curitiba","82840470",2,3
"professor","corruption","novice","left","Cecilia Machado","white","female",1,1,1,1,1,"R_1LujR6FT6FUBJLr",39,1,24,1,4,4,1,4,1,1,5,3,4,1,5,3,NA,2,1,1,1,1,1,2,4,5,3,"",1,3,NA,2,5,1,9,17,12,NA,2,1,NA,2,"1","Biguaçu","88161400",2,5
"professor","corruption","novice","left","Cecilia Machado","black","female",1,4,2,2,3,"R_1Lv4mAThx4rYbru",26,2,6,2,4,4,2,2,1,1,4,2,4,3,2,2,1,2,2,2,2,3,4,3,2,5,1,"",4,5,2,6,2,2,3,4,1,1,2,1,2,4,"1","Fortaleza","60347470",2,5
"police","generic","politician","right","Isabella Nunes","black","female",1,4,4,4,4,"R_1LXOMKuRDJSqi41",13,2,9,3,4,4,1,4,3,3,4,4,4,4,2,4,1,1,2,2,3,1,3,1,4,5,2,"",1,1,6,3,5,2,1,17,12,1,2,1,1,4,"4","Goiânia ","74270-160 ",2,3
"pastor","jobs","novice","left","Bernardo Teixeira","white","male",1,4,4,3,5,"R_1LzjkxYNkuhmtp9",36,2,24,7,2,2,3,1,1,3,4,2,3,1,1,2,1,1,1,2,2,3,1,2,3,4,5,"",3,12,4,4,2,1,2,11,1,1,2,1,1,4,"4","Macapa","68909-021",2,3
"pastor","jobs","politician","right","Cecilia Machado","pardo","female",1,1,2,2,2,"R_1LZtYmue0aefXmy",53,2,16,1,4,4,3,4,1,2,3,2,2,3,2,2,1,1,1,3,1,3,2,1,3,5,4,"",5,NA,5,5,4,1,1,4,3,1,NA,2,1,2,"1","São José dos Pinhais","83035-010",2,3
"police","corruption","politician","left","Bernardo Teixeira","black","male",1,4,3,3,3,"R_1mF6z1uTuCV8NVl",17,2,25,5,2,2,2,1,2,1,2,4,3,4,4,3,1,1,1,1,4,1,1,2,3,4,5,"",2,2,3,4,4,3,4,4,2,1,2,1,1,2,"1","Araçatuba","16026660",2,3
"police","jobs","novice","left","Cecilia Machado","pardo","female",1,2,3,3,2,"R_1mJ0odVtLE8Luvu",3,3,17,1,1,1,3,3,4,4,1,1,1,3,3,1,2,2,1,3,1,1,5,3,4,1,2,"",4,NA,0,5,7,1,2,17,10,1,1,2,1,8,"4","Paudalho PE","55825000",2,3
"police","jobs","politician","left","Hector Amaral","black","male",1,1,2,1,1,"R_1mKlxxq3l3jBY7R",49,2,25,7,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,3,5,4,"",4,NA,NA,4,1,2,2,17,1,1,NA,NA,NA,2,"4","São Paulo ","8142185",2,2
"police","generic","novice","right","Bernardo Teixeira","white","male",1,3,3,3,3,"R_1MMUncWIfiU3UiI",48,1,25,5,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,3,1,1,1,2,3,4,5,"muitos",1,12,6,NA,7,2,1,17,12,1,2,1,2,6,"1","araçatuba","16028250",2,3
"police","corruption","politician","left","Isabella Nunes","pardo","female",1,4,3,3,3,"R_1MNc7T3nQIxIHLe",37,1,8,3,NA,4,2,5,3,NA,3,2,3,2,2,2,1,2,1,2,2,1,1,5,4,3,2,"",4,NA,0,6,7,3,10,17,1,NA,NA,NA,1,1,"1","Guarapari","29200260",2,5
"pastor","jobs","novice","right","Cecilia Machado","black","female",1,5,3,2,4,"R_1MRPbZBgpQ50fYp",11,2,9,1,3,3,1,3,1,3,4,3,3,3,2,1,1,1,1,2,2,2,2,3,4,1,5,"",1,1,4,4,3,2,1,11,2,1,NA,2,NA,4,"4","Mutunópolis Go","76540000",2,2
"doctor","corruption","politician","right","Nicolas Duarte","black","male",1,3,3,3,3,"R_1MS5nSRLtu7WtPQ",16,2,25,7,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,1,1,3,1,2,5,4,"",3,2,3,4,4,2,4,4,2,1,1,1,1,7,"1","São Paulo","3511010",2,5
"office","generic","politician","right","Cecilia Machado","black","female",1,1,1,1,1,"R_1mwoU3BJGDxFcOR",59,1,21,3,4,4,1,3,3,2,5,3,3,4,4,4,1,1,2,2,1,1,1,3,2,5,4,"Educação ",4,4,6,2,6,3,1,9,12,1,2,2,2,6,"1","CANOAS","92110044",2,6
"office","corruption","novice","right","Cecilia Machado","white","female",1,3,1,2,2,"R_1mXl7ch2LIgi1dQ",21,2,19,7,3,1,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,5,2,NA,NA,NA,NA,NA,"",1,NA,6,5,5,1,9,17,12,1,2,1,2,4,"4","Rio de janeiro","23093310",2,3
"police","corruption","novice","right","Olívia Mendes","black","female",1,1,1,1,1,"R_1n169t7i2XD6Ang",33,1,5,7,3,3,1,3,3,3,3,3,3,3,3,3,1,1,1,3,1,1,5,1,2,3,4,"",1,12,3,4,4,1,10,17,12,1,1,1,2,1,"4","Bahia","47530000",2,2
"pastor","generic","novice","left","Nicolas Duarte","pardo","male",1,3,4,3,4,"R_1N4bKDa8oxiwnFT",2,2,10,7,3,4,3,3,2,2,3,3,3,3,3,3,1,1,1,2,5,3,5,2,1,3,4,"não",3,12,4,3,6,2,10,3,12,1,2,1,1,4,"4","paraibano","65670000",2,3
"doctor","generic","novice","left","Nicolas Duarte","black","male",1,4,2,2,4,"R_1N4ZKWj2HO2dyNS",36,1,21,2,5,5,4,4,4,4,4,4,4,3,4,4,1,2,1,2,1,1,5,1,2,3,4,"",2,7,4,2,7,2,1,7,8,1,2,1,2,4,"1","Canoas","92420120",2,2
"doctor","generic","novice","left","Nicolas Duarte","white","male",1,3,2,3,3,"R_1N54mCKz42EScVo",22,2,21,5,4,5,1,2,2,1,2,2,5,4,3,3,1,3,1,1,1,1,1,2,3,5,4,"",3,NA,4,4,5,2,1,17,12,1,2,2,1,2,"1","Porto Alegre","91380090",2,5
"pastor","corruption","politician","left","Cecilia Machado","pardo","female",1,2,2,2,2,"R_1n7V8UY7PpPEjw2",3,1,1,7,2,2,2,2,1,2,2,4,5,5,5,5,1,1,1,1,1,1,1,5,2,3,4,"",4,5,4,5,5,2,9,12,12,1,2,1,2,4,"4","Rio Branco ","69901878",2,2
"captain","generic","politician","left","Cecilia Machado","white","female",1,3,5,3,2,"R_1N7Yo3iOysMZlIi",24,1,25,3,NA,2,1,1,1,1,3,2,3,2,1,3,2,2,3,3,2,2,2,4,5,3,1,"Transporte",3,3,4,5,6,2,1,4,9,2,2,1,2,2,"1","Taboão da Serra","6753030",2,5
"pastor","corruption","novice","left","Olívia Mendes","black","female",1,4,2,2,2,"R_1n8dQdPGoVOS2Ny",2,2,25,7,2,2,2,3,1,2,2,1,1,2,4,2,1,1,1,2,4,2,4,2,3,5,1,"",1,2,4,3,3,2,1,NA,NA,2,2,1,1,4,"4","São Vicente","11365300",2,3
"police","jobs","novice","right","Cecilia Machado","white","female",1,4,3,1,2,"R_1NbvjcvSiURP9p7",4,1,6,7,4,4,3,4,4,4,5,2,2,3,4,2,1,1,2,2,4,1,4,1,2,5,3,"",3,NA,NA,NA,NA,3,NA,NA,NA,2,2,2,1,11,"4","Irauçuba","62620000",1,3
"professor","generic","politician","right","Olívia Mendes","white","female",1,3,5,2,2,"R_1NCwljHx2DVl4Mb",30,1,14,7,5,5,3,5,2,4,5,5,5,5,5,5,3,3,3,3,3,1,3,1,2,4,5,"",3,3,2,3,7,2,1,14,12,1,NA,NA,NA,4,"4","Belém","",2,3
"professor","jobs","politician","right","Isabella Nunes","white","female",1,4,3,4,4,"R_1NdW9TKiDDEVNis",17,1,6,1,3,4,3,3,4,4,1,2,2,3,5,2,1,1,1,3,4,1,1,3,5,2,4,"",5,12,0,NA,7,3,3,7,1,1,1,2,1,1,"1","Russas","62900-000 ",1,3
"pastor","corruption","politician","left","Olívia Mendes","white","female",1,4,3,3,2,"R_1NFFl6zXWhl4nuA",7,2,2,1,4,3,2,3,3,3,4,3,4,4,1,1,1,1,1,1,1,2,1,2,3,4,5,"Melhoria da educação ",4,6,NA,3,7,3,9,4,12,1,1,2,2,4,"1","Maceió ","57017601",2,3
"police","jobs","politician","right","Olívia Mendes","black","female",1,1,1,1,1,"R_1Nm2H0gDSykvAnl",11,1,9,2,4,4,1,3,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,5,4,2,3,"educação ruim",1,NA,NA,NA,7,2,1,17,12,1,1,1,2,1,"3","valparaiso","72871661",1,4
"doctor","corruption","politician","right","Hector Amaral","pardo","male",1,4,2,3,2,"R_1Nne1OCnd4WssSu",37,2,16,5,4,2,2,2,2,2,2,2,2,3,2,2,1,1,1,1,4,1,1,3,5,4,2,"Educação",4,5,5,6,7,2,5,4,12,1,1,1,1,6,"4","Cornélio Procópio","86300000",2,6
"captain","corruption","politician","left","Hector Amaral","pardo","male",1,2,4,3,3,"R_1NThJkEqc4bbzkR",25,1,19,3,4,4,2,4,3,2,3,2,2,3,3,3,1,3,3,1,1,1,1,2,3,4,5,"",4,12,NA,7,7,2,3,16,12,1,2,1,2,2,"3","SÃO GONÇALO","24724140",2,3
"office","generic","novice","right","Olívia Mendes","white","female",1,3,3,3,3,"R_1nV1rki31pxsiWb",4,2,22,1,4,4,4,3,3,4,4,4,4,4,4,3,3,3,1,3,3,1,NA,NA,NA,NA,NA,"",3,6,NA,NA,NA,NA,1,1,8,NA,NA,NA,2,2,"4","Nova Brasilândia Do Oeste ","76958-000 ",1,2
